Date,kospi_return,oil_price_change,usd_krw_change,vix_change,materials_sector_return
2022-08-31,0.009303779761132733,-1.1639728121726698,1.228388594194256,1.0610444048382837,-0.7313119416860656
2022-09-30,-2.410349532911771,-1.4500939790878449,1.7333457249109616,1.1104570685678088,-1.7576766577616796
2022-10-31,0.9970332980930917,1.3717965924144735,-0.23328680343375358,-1.0077995974860834,1.4560006471855211
2022-11-30,1.2440683400948338,-0.8428789375419834,-2.096548132694857,-1.129821429352905,1.9458394131852428
2022-12-31,-1.8330188413709185,0.0772529249524011,-1.5355120899250911,0.22232714147339497,-1.0905151762459264
2023-01-31,1.3568560504560248,-0.11543576037137489,-0.74198770301945,-0.6050351201454957,1.4643853699161549
2023-02-28,-0.22879428934691995,-0.1963016526316632,2.0738465902590453,0.29601216417733867,-0.7048676512067567
2023-03-31,0.33111512593773224,-0.12374821716519305,-0.553541301867142,-0.5623611948581179,-0.2940299034387941
2023-04-30,0.03728010981215823,0.3338616432635152,0.9443582067637053,-0.8746547226048271,-0.14157953173202792
2023-05-31,0.39653284370108255,-1.4619069096376454,-0.49501248036418116,0.6625499048915534,-1.32791316643958
2023-06-30,-0.2277163089750981,0.6538497716865017,0.02139084681026138,-1.3275043605891077,1.822799515231311
2023-07-31,0.333001692343133,2.3468609680389054,-1.2090822942460466,-0.04007450845999665,0.4887908270648669
2023-08-31,-0.6534211745811199,0.4420520269329147,1.1470061570061962,-0.07860756785683731,-0.6995933393934085
2023-09-30,-0.7720673664038479,1.3303700596304726,0.5123361495947509,1.471467546322728,-0.9600946884806582
2023-10-31,-1.4852644007665783,-1.3836774988412393,-0.04865392705162173,0.13012598968410308,-0.6764142875606911
2023-11-30,1.863752641023805,-0.7493996851228398,-1.3897204308517854,-1.565073059981591,1.3543654110622698
2023-12-31,0.6999752228899381,-0.6691505172041005,-0.299896124325128,-0.24634731851405875,0.6799474320351392
2024-01-31,-1.1958958785906952,0.9511711704669923,1.0979768846479525,0.7450584035660317,-0.8038693513805646
2024-02-29,0.8923547014594538,0.5741081522777387,0.1001390800311922,-0.40280200841984437,1.029797298827954
2024-03-31,0.5604574668091984,1.0090586826081276,0.31790604818976603,-0.20819262386234683,1.0228521121456349
2024-04-30,-0.4917033125872564,-0.08159189951556921,0.5015600370270415,1.0089791341987038,-0.9260778269098539
2024-05-31,-0.5052370523524452,-0.7190845261222194,-0.032071683961451956,-0.9706072089291463,0.459334485920066
2024-06-30,0.9456186885131227,0.9579186510788904,0.19487833787295983,-0.25040767450201057,-0.6567355660637798
2024-07-31,-0.31132591219454725,-0.4974757345912595,-0.12861326927383807,1.5975218819589243,0.6470908751359061
2024-08-31,-0.7562580999014575,-0.6582179101944459,-1.15730398395029,-0.4916011788969932,0.29193602035558425
2024-09-30,-0.6767660918384147,-0.8996056469314934,-0.5872444203197368,0.5495075018185133,0.35560458029419195
2024-10-31,-0.39320814786942127,0.35240976328721396,1.5423904971258018,1.9606765268606396,-0.6644827135476218
2024-11-30,-0.8348163329707048,-0.12770691030278267,0.2687491759345889,-2.241289732464734,0.1448703078714134
2024-12-31,-0.5467722586142155,0.8962186299268063,1.5505303321784252,1.4355364097989038,-2.015095624548291
2025-01-31,0.7318837686171822,0.2864554327309439,-0.5825245984584418,-0.3336814978424865,0.8568048824622414
2025-02-28,-0.0307974463385459,-0.40860773384411714,0.11800311026619985,0.9661982005367035,-0.12349433921992424
2025-03-31,-0.5010778079292073,0.4741387981964798,0.3531850361836847,0.652663316130901,-0.5883178165359297
2025-04-30,0.400225651958789,-2.479758795568198,-0.8388256049415981,0.514277835987686,-0.5460964955608921
2025-05-31,0.8391306947969179,0.7503712362150107,-1.3340688061612151,-1.3574227732692723,0.39735601963709255
2025-06-30,2.215900179275569,1.2207206231392516,-0.4420971541511609,-0.691119852776363,0.290390879381856
